id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute_estimee,indicateur_retour,profit_net_estime,mois,nombre_commandes_par_client,valeur_vie_client
CMD104605,2025-12-31,C0999,Abidjan,Électronique,Produit_Maison_1,121.99,1,0.09,4.58,Paiement à la livraison,Email,0.55,Livrée,111.01089999999999,22.20218,0,17.07218,2025-12,3,179.0077
CMD104606,2025-10-10,C0322,Kinshasa,Mode,Produit_Mode_34,15.9,1,0.2,4.6,Mobile Money,Email,0.82,Livrée,12.72,5.724,0,0.3040000000000006,2025-10,19,3199.4
CMD104607,2025-10-18,C0057,Libreville,Électronique,Produit_Électronique_10,404.08,2,0.05,5.38,Mobile Money,Email,0.51,Retournée,767.752,153.5504,1,-5.889999999999986,2025-10,16,3719.3914999999997
CMD104608,2025-07-07,C1722,Abidjan,Mode,Produit_Mode_33,39.75,1,0.27,4.89,Virement,Email,0.58,Retournée,29.0175,13.057875,1,-5.470000000000001,2025-07,3,86.02799999999999
CMD104609,2025-09-07,C0129,Douala,Maison,Produit_Maison_14,49.63,2,0.27,8.67,Mobile Money,Instagram Ads,6.69,Livrée,72.4598,25.36093,0,10.00093,2025-09,10,3830.8241
CMD104610,2025-08-24,C0231,Kinshasa,Électronique,Produit_Électronique_2,377.36,1,0.07,9.67,Paiement à la livraison,Google Ads,3.91,Livrée,350.9448,70.18896,0,56.608959999999996,2025-08,17,5779.3746
CMD104611,2025-11-08,C0353,Dakar,Électronique,Produit_Électronique_32,351.05,2,0.27,7.31,Paiement à la livraison,Instagram Ads,5.53,Livrée,512.533,102.5066,0,89.6666,2025-11,22,5303.4014
CMD104612,2025-12-11,C0105,Abidjan,Maison,Produit_Maison_41,166.87,3,0.04,5.55,Virement,Influenceur,18.65,Livrée,480.5856,168.20496,0,144.00495999999998,2025-12,20,3851.3565
CMD104613,2025-12-21,C0146,Douala,Maison,Produit_Maison_2,112.45,1,0.07,8.97,Mobile Money,Email,0.66,Livrée,104.57849999999999,36.60247499999999,0,26.972474999999992,2025-12,17,5860.3018999999995
CMD104614,2025-11-21,C1878,Brazzaville,Beauté,Produit_Beauté_8,22.09,1,0.25,3.2,Carte,Instagram Ads,11.25,Livrée,16.5675,8.28375,0,-6.166250000000001,2025-11,4,683.5735
CMD104615,2025-08-18,C0318,Libreville,Maison,Produit_Maison_37,134.05,1,0.0,4.05,Carte,Google Ads,6.09,Livrée,134.05,46.917500000000004,0,36.7775,2025-08,16,7399.414199999999
CMD104616,2025-08-25,C0334,Abidjan,Mode,Produit_Mode_5,18.35,1,0.22,7.64,Carte,Instagram Ads,12.67,Livrée,14.313000000000002,6.440850000000001,0,-13.869149999999998,2025-08,19,3901.9179
CMD104617,2025-07-28,C0597,Kinshasa,Beauté,Produit_Beauté_23,23.65,1,0.27,8.76,Paiement à la livraison,Instagram Ads,8.92,Livrée,17.264499999999998,8.632249999999999,0,-9.04775,2025-07,4,832.1452
CMD104618,2025-11-13,C1832,Douala,Mode,Produit_Mode_14,40.15,3,0.08,8.64,Carte,Google Ads,5.27,Retournée,110.814,49.866299999999995,1,-13.909999999999997,2025-11,2,1012.8372
CMD104619,2025-11-12,C1181,Libreville,Maison,Produit_Maison_19,135.87,1,0.03,9.52,Carte,Email,1.45,Livrée,131.7939,46.127865,0,35.157865,2025-11,4,302.815
CMD104620,2025-09-04,C0125,Douala,Mode,Produit_Mode_23,44.57,2,0.26,7.35,Carte,Influenceur,8.63,Livrée,65.9636,29.68362,0,13.703620000000003,2025-09,19,2196.3802
CMD104621,2025-10-12,C0260,Kinshasa,Électronique,Produit_Électronique_22,442.3,1,0.1,5.74,Mobile Money,Google Ads,7.53,Livrée,398.07,79.614,0,66.34400000000001,2025-10,16,4818.3107
CMD104622,2025-08-18,C0335,Kinshasa,Électronique,Produit_Électronique_31,511.5,3,0.04,9.92,Mobile Money,Google Ads,4.65,Retournée,1473.12,294.62399999999997,1,-14.569999999999993,2025-08,11,2542.6812
CMD104623,2025-09-18,C0180,Dakar,Électronique,Produit_Beauté_3,26.03,2,0.02,3.69,Mobile Money,Google Ads,4.08,Livrée,51.0188,10.20376,0,2.4337600000000013,2025-09,18,3236.8502
CMD104624,2025-12-07,C0211,Dakar,Beauté,Produit_Beauté_25,29.56,3,0.15,2.13,Virement,Instagram Ads,7.36,Livrée,75.37799999999999,37.68899999999999,0,28.19899999999999,2025-12,13,5051.7473
CMD104625,2025-09-11,C0249,Cotonou,Mode,Produit_Mode_36,44.04,1,0.14,3.71,Paiement à la livraison,Google Ads,4.51,Livrée,37.8744,17.043480000000002,0,8.823480000000002,2025-09,19,5367.8114000000005
CMD104626,2025-09-06,C0311,Kinshasa,Maison,Produit_Maison_43,132.91,3,0.29,6.9,Paiement à la livraison,Instagram Ads,9.08,Retournée,283.0983,99.08440499999999,1,-15.980000000000004,2025-09,17,4469.4924
CMD104627,2025-07-27,C0310,Dakar,Électronique,Produit_Électronique_31,403.41,2,0.1,8.89,Mobile Money,Google Ads,7.27,Livrée,726.138,145.22760000000002,0,129.0676,2025-07,25,6182.3563
CMD104628,2025-12-27,C0047,Libreville,Maison,Produit_Maison_28,83.58,1,0.02,8.11,Paiement à la livraison,Email,0.98,Livrée,81.9084,28.667939999999998,0,19.577939999999998,2025-12,16,4264.5471
CMD104629,2025-11-10,C0231,Lomé,Électronique,Produit_Électronique_25,501.03,3,0.18,5.18,Paiement à la livraison,Instagram Ads,5.22,Retournée,1232.5338,246.50675999999999,1,-10.400000000000006,2025-11,17,5779.3746
CMD104630,2025-10-21,C0376,Abidjan,Maison,Produit_Maison_43,35.04,1,0.22,5.0,Mobile Money,Instagram Ads,11.35,Livrée,27.3312,9.565919999999998,0,-6.784080000000001,2025-10,14,5261.8575
CMD104631,2025-08-20,C0033,Dakar,Électronique,Produit_Électronique_47,457.01,3,0.09,3.79,Carte,Google Ads,6.12,Livrée,1247.6373,249.52746000000002,0,239.61746000000002,2025-08,18,6641.0533000000005
CMD104632,2025-09-21,C0681,Abidjan,Électronique,Produit_Électronique_24,401.62,3,0.03,6.75,Mobile Money,Google Ads,6.62,Livrée,1168.7142000000001,233.74284000000003,0,220.37284000000002,2025-09,6,3094.5256
CMD104633,2025-08-18,C0329,Abidjan,Électronique,Produit_Électronique_28,375.34000000000003,2,0.05,4.66,Virement,Email,1.75,Livrée,713.1460000000001,142.62920000000003,0,136.21920000000003,2025-08,18,2658.4415
CMD104634,2025-09-22,C0076,Abidjan,Électronique,Produit_Électronique_24,559.96,2,0.06,5.37,Mobile Money,Instagram Ads,8.54,Livrée,1052.7248,210.54496,0,196.63496,2025-09,18,4803.818
CMD104635,2025-08-31,C1184,Dakar,Électronique,Produit_Électronique_19,436.81,3,0.07,5.92,Mobile Money,Instagram Ads,5.55,Livrée,1218.6999,243.73998000000003,0,232.26998000000003,2025-08,3,2372.8232
CMD104636,2025-08-10,C0337,Libreville,Électronique,Produit_Beauté_50,21.29,2,0.1,8.01,Paiement à la livraison,Email,1.64,Livrée,38.322,7.6644000000000005,0,-1.9855999999999991,2025-08,18,4247.7403
CMD104637,2025-12-27,C0286,Cotonou,Mode,Produit_Mode_35,40.15,1,0.16,7.48,Virement,Google Ads,5.41,Retournée,33.726,15.1767,1,-12.89,2025-12,13,2252.0742999999998
CMD104638,2025-09-07,C0876,Kinshasa,Électronique,Produit_Électronique_1,364.33,1,0.08,2.31,Mobile Money,Google Ads,7.8,Livrée,335.1836,67.03672,0,56.92672,2025-09,3,968.5064
CMD104639,2025-08-21,C0263,Kinshasa,Maison,Produit_Maison_30,144.27,1,0.1,6.58,Mobile Money,Email,1.68,Livrée,129.84300000000002,45.44505,0,37.185050000000004,2025-08,14,1790.0685
CMD104640,2025-08-15,C0196,Lomé,Électronique,Produit_Électronique_17,395.37,3,0.05,2.59,Mobile Money,Google Ads,4.49,Livrée,1126.8045,225.36090000000002,0,218.2809,2025-08,19,5367.5336
CMD104641,2025-09-20,C0189,Kinshasa,Électronique,Produit_Électronique_11,295.8,2,0.0,3.56,Carte,Email,0.76,Livrée,591.6,118.32000000000001,0,114.0,2025-09,18,3293.766
CMD104642,2025-09-20,C0265,Douala,Maison,Produit_Maison_16,146.93,2,0.26,2.14,Carte,Instagram Ads,12.99,Livrée,217.4564,76.10974,0,60.97974,2025-09,12,3015.8289
CMD104643,2025-07-02,C0956,Kinshasa,Maison,Produit_Maison_35,142.15,2,0.09,9.58,Carte,Google Ads,3.82,Livrée,258.713,90.54955,0,77.14955,2025-07,4,939.5083000000001
CMD104644,2025-11-22,C0256,Abidjan,Beauté,Produit_Beauté_41,31.77,1,0.26,7.09,Carte,Instagram Ads,5.01,Livrée,23.5098,11.7549,0,-0.3451000000000004,2025-11,16,1750.5236
CMD104645,2025-10-25,C0458,Libreville,Mode,Produit_Mode_31,13.77,1,0.14,5.33,Mobile Money,Google Ads,6.58,Livrée,11.8422,5.32899,0,-6.58101,2025-10,1,11.8422
CMD104646,2025-10-30,C0382,Dakar,Mode,Produit_Mode_8,54.25,2,0.13,8.58,Carte,Email,1.67,Livrée,94.395,42.47775,0,32.22775,2025-10,12,3047.5777
CMD104647,2025-11-06,C0163,Dakar,Maison,Produit_Maison_42,171.15,2,0.01,3.6,Paiement à la livraison,Google Ads,4.52,Livrée,338.877,118.60695,0,110.48695000000001,2025-11,17,5429.873
CMD104648,2025-11-07,C0406,Lomé,Électronique,Produit_Électronique_1,345.46,2,0.04,9.31,Carte,Google Ads,7.45,Retournée,663.2832,132.65664,1,-16.760000000000005,2025-11,4,2644.5981
CMD104649,2025-10-22,C0299,Abidjan,Beauté,Produit_Beauté_46,19.57,2,0.07,5.31,Mobile Money,Google Ads,6.42,Livrée,36.4002,18.2001,0,6.4701,2025-10,22,6549.52555
CMD104650,2025-09-10,C0151,Kinshasa,Mode,Produit_Mode_14,23.68,2,0.23,7.41,Paiement à la livraison,Google Ads,3.72,Livrée,36.4672,16.410239999999998,0,5.280239999999997,2025-09,17,3920.9179
CMD104651,2025-12-21,C0714,Cotonou,Beauté,Produit_Beauté_45,35.4,3,0.03,8.2,Paiement à la livraison,Google Ads,4.52,Livrée,103.01399999999998,51.50699999999999,0,38.78699999999999,2025-12,4,540.9469
CMD104652,2025-12-17,C0240,Abidjan,Mode,Produit_Mode_8,25.19,3,0.18,4.88,Paiement à la livraison,Email,1.94,Livrée,61.96740000000001,27.885330000000007,0,21.065330000000007,2025-12,22,5278.3002
CMD104653,2025-12-21,C0323,Abidjan,Maison,Produit_Maison_24,163.5,3,0.28,6.1,Paiement à la livraison,Instagram Ads,7.54,Livrée,353.15999999999997,123.60599999999998,0,109.96599999999998,2025-12,15,3858.8749
CMD104654,2025-12-29,C0716,Douala,Maison,Produit_Maison_27,169.18,1,0.05,6.1,Paiement à la livraison,Google Ads,5.92,Livrée,160.721,56.25235,0,44.23235,2025-12,2,210.0668
CMD104655,2025-09-14,C0312,Kinshasa,Électronique,Produit_Électronique_34,375.34000000000003,1,0.11,8.91,Paiement à la livraison,Instagram Ads,5.75,Livrée,334.05260000000004,66.81052000000001,0,52.150520000000014,2025-09,23,3473.0438
CMD104656,2025-08-30,C0398,Dakar,Beauté,Produit_Beauté_40,19.42,3,0.04,7.22,Carte,Email,1.92,Livrée,55.9296,27.9648,0,18.824800000000003,2025-08,13,2913.967
CMD104657,2025-12-30,C0082,Dakar,Électronique,Produit_Électronique_9,199.12,3,0.1,3.71,Virement,Google Ads,7.72,Livrée,537.624,107.52480000000001,0,96.09480000000002,2025-12,23,7351.238149999999
CMD104658,2025-12-20,C0364,Lomé,Beauté,Produit_Beauté_40,7.52,1,0.09,5.23,Paiement à la livraison,Influenceur,5.67,Livrée,6.8431999999999995,3.4215999999999998,0,-7.478400000000001,2025-12,19,8252.4673
CMD104659,2025-08-21,C0373,Cotonou,Beauté,Produit_Beauté_38,8.29,1,0.09,7.43,Carte,Email,1.76,Livrée,7.5439,3.77195,0,-5.41805,2025-08,21,4226.0977
CMD104660,2025-07-20,C0499,Libreville,Mode,Produit_Mode_30,47.41,3,0.18,7.44,Carte,Email,1.77,Livrée,116.6286,52.482870000000005,0,43.272870000000005,2025-07,2,173.6046
CMD104661,2025-07-06,C0145,Libreville,Électronique,Produit_Électronique_27,698.93,2,0.05,4.05,Mobile Money,Email,0.87,Livrée,1327.9669999999999,265.5934,0,260.67339999999996,2025-07,15,3786.3293
CMD104662,2025-07-13,C0685,Cotonou,Beauté,Produit_Beauté_6,17.42,1,0.04,4.9,Carte,Google Ads,3.2,Livrée,16.723200000000002,8.361600000000001,0,0.2616000000000005,2025-07,2,36.7212
CMD104663,2025-09-23,C0359,Libreville,Électronique,Produit_Électronique_26,428.16,3,0.0,7.58,Carte,Email,0.95,Retournée,1284.48,256.896,1,-8.530000000000001,2025-09,16,4180.7205
CMD104664,2025-12-29,C0310,Cotonou,Maison,Produit_Maison_33,119.49,2,0.03,7.98,Carte,Google Ads,6.51,Livrée,231.8106,81.13371,0,66.64370999999998,2025-12,25,6182.3563
CMD104665,2025-07-09,C0178,Dakar,Maison,Produit_Maison_43,88.68,1,0.09,5.87,Mobile Money,Instagram Ads,12.66,Livrée,80.6988,28.24458,0,9.714579999999998,2025-07,19,7017.5565
CMD104666,2025-09-05,C1863,Kinshasa,Mode,Produit_Mode_36,56.03,1,0.23,6.37,Paiement à la livraison,Google Ads,5.45,Livrée,43.143100000000004,19.414395000000003,0,7.594395000000001,2025-09,3,192.7431
CMD104667,2025-08-22,C0147,Abidjan,Électronique,Produit_Électronique_23,609.04,2,0.09,2.4,Mobile Money,Email,0.54,Livrée,1108.4528,221.69056,0,218.75056,2025-08,11,2770.1407000000004
CMD104668,2025-11-03,C1229,Kinshasa,Électronique,Produit_Électronique_37,505.72,2,0.04,9.52,Virement,Email,1.83,Livrée,970.9824,194.19648,0,182.84647999999999,2025-11,2,1025.778
CMD104669,2025-10-12,C0046,Kinshasa,Beauté,Produit_Beauté_16,22.72,2,0.01,2.97,Paiement à la livraison,Google Ads,7.08,Livrée,44.9856,22.4928,0,12.4428,2025-10,17,4329.9522
CMD104670,2025-12-29,C0211,Cotonou,Beauté,Produit_Beauté_19,31.86,3,0.19,5.89,Paiement à la livraison,Instagram Ads,9.62,Livrée,77.41980000000001,38.709900000000005,0,23.199900000000007,2025-12,13,5051.7473
CMD104671,2025-12-21,C1663,Kinshasa,Maison,Produit_Maison_6,176.17,2,0.1,4.85,Mobile Money,Email,1.24,Livrée,317.106,110.9871,0,104.89710000000001,2025-12,4,839.004
CMD104672,2025-11-04,C1673,Abidjan,Maison,Produit_Maison_24,194.01,1,0.05,8.63,Paiement à la livraison,Influenceur,7.79,Livrée,184.30949999999999,64.50832499999999,0,48.08832499999998,2025-11,4,1647.9335999999998
CMD104673,2025-08-07,C0290,Douala,Maison,Produit_Maison_38,204.58,3,0.04,4.48,Virement,Influenceur,16.91,Livrée,589.1904,206.21663999999998,0,184.82664,2025-08,21,3863.6962
CMD104674,2025-08-12,C1020,Douala,Maison,Produit_Maison_3,171.66,2,0.01,9.35,Carte,Google Ads,6.64,Livrée,339.8868,118.96037999999999,0,102.97037999999999,2025-08,2,561.0168
CMD104675,2025-12-24,C1383,Dakar,Beauté,Produit_Beauté_35,27.9,2,0.07,6.3,Carte,Google Ads,3.57,Livrée,51.89399999999999,25.946999999999996,0,16.076999999999995,2025-12,2,81.0504
CMD104676,2025-10-09,C0176,Kinshasa,Beauté,Produit_Beauté_2,25.76,2,0.1,2.21,Paiement à la livraison,Instagram Ads,14.05,Livrée,46.368,23.184,0,6.9239999999999995,2025-10,22,4780.5404
CMD104677,2025-09-20,C0012,Kinshasa,Beauté,Produit_Beauté_18,31.3,3,0.1,6.31,Virement,Email,1.54,Livrée,84.51,42.255,0,34.405,2025-09,19,5058.7638
CMD104678,2025-08-23,C1014,Abidjan,Maison,Produit_Maison_42,107.47,2,0.09,2.09,Paiement à la livraison,Email,0.89,Livrée,195.5954,68.45839,0,65.47838999999999,2025-08,2,567.4304
CMD104679,2025-08-21,C1800,Abidjan,Électronique,Produit_Électronique_16,636.08,3,0.04,9.48,Mobile Money,Email,1.38,Livrée,1831.9104000000002,366.3820800000001,0,355.5220800000001,2025-08,5,1957.7008
CMD104680,2025-09-20,C1730,Abidjan,Beauté,Produit_Beauté_25,35.66,2,0.09,2.59,Mobile Money,Google Ads,6.27,Livrée,64.9012,32.4506,0,23.590600000000002,2025-09,2,185.4484
CMD104681,2025-12-01,C1705,Dakar,Maison,Produit_Maison_6,186.17,2,0.13,7.6,Carte,Instagram Ads,7.42,Livrée,323.9358,113.37752999999998,0,98.35752999999998,2025-12,1,323.9358
CMD104682,2025-07-15,C0019,Lomé,Électronique,Produit_Électronique_5,375.34000000000003,3,0.17,4.66,Mobile Money,Instagram Ads,6.05,Livrée,934.5966,186.91932,0,176.20932,2025-07,14,3039.6736
CMD104683,2025-11-19,C0058,Kinshasa,Mode,Produit_Mode_35,20.57,1,0.11,5.69,Virement,Instagram Ads,13.1,Livrée,18.3073,8.238285000000001,0,-10.551714999999998,2025-11,10,2843.81185
CMD104684,2025-07-12,C0329,Douala,Beauté,Produit_Beauté_5,38.46,3,0.03,3.76,Virement,Google Ads,3.58,Livrée,111.9186,55.9593,0,48.6193,2025-07,18,2658.4415
CMD104685,2025-09-24,C0307,Douala,Électronique,Produit_Électronique_40,508.64,3,0.06,5.03,Carte,Google Ads,5.8,Livrée,1434.3648,286.87296000000003,0,276.04296000000005,2025-09,15,2728.9963
CMD104686,2025-08-28,C0134,Abidjan,Maison,Produit_Maison_27,99.87,3,0.06,5.99,Paiement à la livraison,Google Ads,6.86,Livrée,281.6334,98.57168999999999,0,85.72169,2025-08,21,6317.4749
CMD104687,2025-10-17,C0394,Kinshasa,Mode,Produit_Mode_35,40.15,3,0.2,5.96,Mobile Money,Email,0.7,Livrée,96.36,43.362,0,36.702,2025-10,17,4581.4581
CMD104688,2025-12-12,C0042,Douala,Maison,Produit_Maison_34,77.9,3,0.08,2.56,Paiement à la livraison,Google Ads,6.47,Livrée,215.00400000000002,75.2514,0,66.2214,2025-12,12,1802.4385000000002
CMD104689,2025-07-18,C0389,Kinshasa,Électronique,Produit_Électronique_50,450.61,2,0.1,7.42,Virement,Instagram Ads,8.17,Livrée,811.0980000000001,162.2196,0,146.62960000000004,2025-07,18,3744.187
CMD104690,2025-10-26,C1785,Dakar,Beauté,Produit_Beauté_5,35.78,2,0.13,7.84,Mobile Money,Instagram Ads,5.78,Livrée,62.257200000000005,31.128600000000002,0,17.5086,2025-10,3,1299.1116000000002
CMD104691,2025-07-23,C0178,Kinshasa,Électronique,Produit_Électronique_44,534.95,3,0.05,8.24,Mobile Money,Instagram Ads,6.08,Livrée,1524.6075,304.92150000000004,0,290.60150000000004,2025-07,19,7017.5565
CMD104692,2025-09-01,C0313,Lomé,Beauté,Produit_Beauté_39,25.56,2,0.1,8.93,Mobile Money,Google Ads,3.98,Livrée,46.007999999999996,23.003999999999998,0,10.093999999999998,2025-09,22,5876.8806
CMD104693,2025-10-23,C0594,Douala,Mode,Produit_Mode_48,19.5,1,0.22,3.04,Carte,Google Ads,4.97,Livrée,15.21,6.844500000000001,0,-1.1654999999999989,2025-10,2,48.321
CMD104694,2025-09-17,C0216,Kinshasa,Électronique,Produit_Électronique_27,275.97,1,0.09,6.83,Paiement à la livraison,Email,0.85,Livrée,251.13270000000003,50.22654000000001,0,42.54654000000001,2025-09,14,4247.9003
CMD104695,2025-09-30,C1551,Abidjan,Mode,Produit_Mode_32,34.75,2,0.06,6.18,Paiement à la livraison,Instagram Ads,12.02,Livrée,65.33,29.3985,0,11.1985,2025-09,5,915.3167
CMD104696,2025-10-18,C0050,Douala,Mode,Produit_Mode_43,52.06,2,0.1,4.36,Mobile Money,Instagram Ads,12.48,Livrée,93.70800000000001,42.168600000000005,0,25.328600000000005,2025-10,19,2867.7985999999996
CMD104697,2025-11-13,C0110,Abidjan,Maison,Produit_Maison_28,150.51,3,0.07,9.42,Mobile Money,Email,1.96,Livrée,419.92289999999997,146.97301499999998,0,135.59301499999998,2025-11,14,4045.91125
CMD104700,2025-10-11,C0081,Cotonou,Électronique,Produit_Électronique_28,495.74,2,0.02,3.99,Paiement à la livraison,Google Ads,5.88,Livrée,971.6504,194.33008,0,184.46008,2025-10,17,5975.129199999999
CMD104701,2025-10-22,C0353,Kinshasa,Électronique,Produit_Électronique_29,298.41,2,0.07,8.6,Mobile Money,Influenceur,8.45,Livrée,555.0426,111.00852,0,93.95852000000001,2025-10,22,5303.4014
CMD104702,2025-12-12,C0202,Dakar,Maison,Produit_Maison_11,136.96,3,0.04,2.55,Virement,Email,1.91,Livrée,394.4448,138.05568,0,133.59568,2025-12,15,3853.3824
CMD104703,2025-08-17,C0328,Cotonou,Mode,Produit_Mode_30,35.41,2,0.19,9.85,Carte,Google Ads,4.76,Livrée,57.3642,25.81389,0,11.203890000000001,2025-08,19,5092.6969
CMD104704,2025-09-13,C0123,Dakar,Maison,Produit_Maison_9,205.3,2,0.19,9.16,Carte,Instagram Ads,14.84,Livrée,332.586,116.40509999999999,0,92.40509999999999,2025-09,17,4641.3945
CMD104706,2025-09-21,C1712,Abidjan,Maison,Produit_Maison_2,149.34,3,0.21,6.59,Virement,Instagram Ads,9.38,Livrée,353.93580000000003,123.87753000000001,0,107.90753000000001,2025-09,3,601.6734
CMD104707,2025-11-18,C1868,Kinshasa,Maison,Produit_Maison_21,124.07,3,0.08,8.76,Carte,Email,0.82,Livrée,342.4332,119.85162,0,110.27162,2025-11,1,342.4332
CMD104709,2025-10-21,C0399,Cotonou,Beauté,Produit_Beauté_36,39.81,3,0.04,5.13,Paiement à la livraison,Influenceur,13.33,Livrée,114.6528,57.3264,0,38.8664,2025-10,19,4144.5265
CMD104711,2025-09-29,C0718,Dakar,Électronique,Produit_Électronique_6,423.26,1,0.06,8.52,Paiement à la livraison,Google Ads,3.46,Livrée,397.8644,79.57288,0,67.59288000000001,2025-09,5,1029.3314
CMD104712,2025-12-13,C0157,Abidjan,Électronique,Produit_Électronique_4,503.89,2,0.04,3.89,Carte,Email,0.84,Livrée,967.4688,193.49376,0,188.76376000000002,2025-12,26,11553.7392
CMD104713,2025-12-14,C0022,Douala,Maison,Produit_Maison_17,102.81,2,0.08,9.88,Mobile Money,Email,0.77,Annulée,0.0,0.0,0,-10.65,2025-12,23,6913.635
CMD104714,2025-09-08,C0326,Douala,Maison,Produit_Maison_23,130.93,3,0.1,2.31,Paiement à la livraison,Instagram Ads,8.53,Livrée,353.511,123.72885,0,112.88884999999999,2025-09,20,4277.6976
CMD104715,2025-12-11,C0025,Kinshasa,Maison,Produit_Maison_50,97.18,2,0.03,7.96,Carte,Google Ads,7.99,Livrée,188.5292,65.98522,0,50.035219999999995,2025-12,14,2528.4906
CMD104716,2025-08-06,C0009,Abidjan,Électronique,Produit_Électronique_22,556.61,3,0.03,9.52,Mobile Money,Influenceur,6.41,Retournée,1619.7350999999999,323.94702,1,-15.930000000000007,2025-08,13,4683.38
CMD104717,2025-12-10,C0329,Douala,Mode,Produit_Mode_32,45.76,2,0.28,2.52,Carte,Google Ads,5.6,Livrée,65.89439999999999,29.652479999999997,0,21.53248,2025-12,18,2658.4415
CMD104719,2025-12-12,C0305,Cotonou,Électronique,Produit_Électronique_15,401.16,1,0.09,8.82,Mobile Money,Influenceur,14.08,Livrée,365.0556,73.01112,0,50.111120000000014,2025-12,16,5642.1036
CMD104720,2025-08-18,C0107,Dakar,Mode,Produit_Mode_25,57.1,3,0.16,9.72,Carte,Google Ads,4.0,Livrée,143.892,64.7514,0,51.031400000000005,2025-08,15,1995.9987999999998
CMD104721,2025-08-13,C0027,Kinshasa,Électronique,Produit_Mode_41,50.57,2,0.27,7.3,Paiement à la livraison,Email,1.48,Livrée,73.8322,14.766440000000001,0,5.986440000000002,2025-08,22,6687.1651999999995
CMD104722,2025-08-20,C0069,Douala,Électronique,Produit_Électronique_42,465.11,2,0.29,7.45,Paiement à la livraison,Instagram Ads,7.85,Livrée,660.4562,132.09124,0,116.79124,2025-08,18,5124.9947999999995
CMD104723,2025-12-29,C0132,Libreville,Maison,Produit_Maison_24,150.39,2,0.08,9.23,Paiement à la livraison,Email,1.32,Livrée,276.7176,96.85116,0,86.30116,2025-12,18,6732.9281
CMD104724,2025-08-31,C0376,Libreville,Électronique,Produit_Électronique_45,480.5,3,0.05,7.83,Carte,Influenceur,14.42,Livrée,1369.425,273.885,0,251.63500000000002,2025-08,14,5261.8575
CMD104725,2025-09-22,C0353,Lomé,Électronique,Produit_Électronique_20,426.04,2,0.21,4.88,Virement,Instagram Ads,5.23,Retournée,673.1432000000001,134.62864000000002,1,-10.11,2025-09,22,5303.4014
CMD104726,2025-10-09,C1968,Kinshasa,Mode,Produit_Mode_44,33.95,3,0.27,5.89,Paiement à la livraison,Influenceur,12.88,Livrée,74.35050000000001,33.457725,0,14.687725000000002,2025-10,5,1975.8339999999998
CMD104727,2025-11-04,C0368,Kinshasa,Électronique,Produit_Électronique_14,176.43,1,0.06,3.02,Paiement à la livraison,Instagram Ads,6.85,Livrée,165.8442,33.16884,0,23.298840000000006,2025-11,26,5457.9767
CMD104728,2025-10-01,C0518,Abidjan,Mode,Produit_Mode_17,28.81,3,0.26,2.02,Mobile Money,Email,1.12,Livrée,63.95819999999999,28.781189999999995,0,25.641189999999995,2025-10,2,148.93619999999999
CMD104729,2025-09-23,C0574,Dakar,Électronique,Produit_Électronique_36,498.18,3,0.04,8.37,Paiement à la livraison,Google Ads,6.44,Livrée,1434.7584,286.95168,0,272.14168,2025-09,4,2073.5312
CMD104730,2025-11-15,C0857,Cotonou,Beauté,Produit_Beauté_43,32.68,2,0.09,4.54,Mobile Money,Google Ads,5.44,Livrée,59.4776,29.7388,0,19.7588,2025-11,2,156.4856
CMD104731,2025-09-07,C0151,Kinshasa,Beauté,Produit_Beauté_43,31.07,1,0.08,7.36,Mobile Money,Google Ads,7.52,Livrée,28.584400000000002,14.292200000000001,0,-0.5877999999999988,2025-09,17,3920.9179
CMD104732,2025-09-29,C1934,Abidjan,Beauté,Produit_Beauté_27,12.86,2,0.03,4.5,Mobile Money,Email,1.14,Livrée,24.9484,12.4742,0,6.8342,2025-09,1,24.9484
CMD104733,2025-11-04,C0200,Douala,Électronique,Produit_Électronique_10,431.04,2,0.13,6.43,Mobile Money,Instagram Ads,13.33,Livrée,750.0096,150.00192,0,130.24192,2025-11,15,3408.7906
CMD104734,2025-07-08,C1661,Libreville,Beauté,Produit_Beauté_34,17.78,2,0.13,5.41,Virement,Instagram Ads,13.3,Livrée,30.9372,15.4686,0,-3.2414000000000005,2025-07,1,30.9372
CMD104735,2025-10-29,C0260,Abidjan,Mode,Produit_Mode_16,36.98,2,0.15,8.31,Virement,Instagram Ads,9.29,Livrée,62.86599999999999,28.289699999999996,0,10.689699999999995,2025-10,16,4818.3107
CMD104736,2025-08-10,C1332,Abidjan,Électronique,Produit_Électronique_43,545.26,3,0.24,9.96,Mobile Money,Instagram Ads,12.27,Livrée,1243.1928,248.63856,0,226.40856,2025-08,4,1894.2051
CMD104737,2025-12-14,C0124,Abidjan,Beauté,Produit_Beauté_39,32.24,3,0.01,9.36,Paiement à la livraison,Influenceur,13.07,Livrée,95.7528,47.8764,0,25.446399999999997,2025-12,16,4145.1308500000005
CMD104738,2025-12-24,C0274,Kinshasa,Électronique,Produit_Électronique_49,273.18,3,0.1,2.3,Carte,Google Ads,4.71,Retournée,737.586,147.5172,1,-7.010000000000019,2025-12,16,4264.8662
